,park_name,scientific_name,common_names,category,observations,genus,conservation_status
22798,Yosemite National Park,Tamiasciurus hudsonicus,Red Squirrel,Mammal,158,Tamiasciurus,
22799,Yosemite National Park,Tanacetum parthenium,Feverfew,Vascular Plant,163,Tanacetum,
22800,Yosemite National Park,Tanacetum vulgare,Common Tansy,Vascular Plant,304,Tanacetum,
22801,Yosemite National Park,Tanacetum vulgare,Common Tansy,Vascular Plant,304,Tanacetum,
22802,Yosemite National Park,Tantilla coronata,Southeastern Crowned Snake,Reptile,123,Tantilla,
22803,Yosemite National Park,Taraxacum ceratophorum,Common Dandelion,Vascular Plant,151,Taraxacum,
22804,Yosemite National Park,Taraxacum eriophorum,Woolbearing Dandelion,Vascular Plant,161,Taraxacum,
22805,Yosemite National Park,Taraxacum laevigatum,Red-Seed Dandelion,Vascular Plant,303,Taraxacum,
22806,Yosemite National Park,Taraxacum laevigatum,Red-Seeded Dandelion,Vascular Plant,303,Taraxacum,
22807,Yosemite National Park,Taraxacum officinale,Blowball,Vascular Plant,256,Taraxacum,
22808,Yosemite National Park,Taraxacum officinale,Brown-Seed Dandelion,Vascular Plant,256,Taraxacum,
22809,Yosemite National Park,Taraxacum scopulorum,Harp Dandelion,Vascular Plant,164,Taraxacum,
22810,Yosemite National Park,Taricha sierrae,Sierra Newt,Amphibian,146,Taricha,
22811,Yosemite National Park,Tauschia hartwegii,Hartweg's Umbrellawort,Vascular Plant,138,Tauschia,
22812,Yosemite National Park,Taxidea taxus,American Badger,Mammal,255,Taxidea,
22813,Yosemite National Park,Taxidea taxus,Badger,Mammal,255,Taxidea,
22814,Yosemite National Park,Taxiphyllum deplanatum,Taxiphyllum Moss,Nonvascular Plant,165,Taxiphyllum,
22815,Yosemite National Park,Taxiphyllum taxirameum,Taxiphyllum Moss,Nonvascular Plant,168,Taxiphyllum,
22816,Yosemite National Park,Telesonix heucheriformis,Alumroot Brookfoam,Vascular Plant,147,Telesonix,
22817,Yosemite National Park,Tephrosia spicata,Spike Goat's Rue,Vascular Plant,176,Tephrosia,
22818,Yosemite National Park,Tephrosia virginiana,Goat's Rue,Vascular Plant,118,Tephrosia,
22819,Yosemite National Park,Terrapene carolina carolina,Eastern Box Turtle,Reptile,138,Terrapene,
22820,Yosemite National Park,Tetradymia canescens,Gray Horsebrush,Vascular Plant,188,Tetradymia,
22821,Yosemite National Park,Tetradymia spinosa,Shortspine Horsebrush,Vascular Plant,109,Tetradymia,
22822,Yosemite National Park,Tetragonotheca helianthoides,Pineland Nerveray,Vascular Plant,170,Tetragonotheca,
22823,Yosemite National Park,Tetraphis pellucida,Tetraphis Moss,Nonvascular Plant,113,Tetraphis,
22824,Yosemite National Park,Tetrodontium brownianum,Brown's Tetrodontium Moss,Nonvascular Plant,142,Tetrodontium,
22825,Yosemite National Park,Teucrium canadense var. canadense,American Germander,Vascular Plant,114,Teucrium,
22826,Yosemite National Park,Teucrium canadense var. virginicum,Wood-Sage,Vascular Plant,108,Teucrium,
22827,Yosemite National Park,Thalictrum alpinum,Alpine Meadowrue,Vascular Plant,144,Thalictrum,
22828,Yosemite National Park,Thalictrum clavatum,Brook Meadowrue,Vascular Plant,140,Thalictrum,
22829,Yosemite National Park,Thalictrum coriaceum,Leatherleaf Meadowrue,Vascular Plant,150,Thalictrum,
22830,Yosemite National Park,Thalictrum dioicum,Early Meadowrue,Vascular Plant,160,Thalictrum,
22831,Yosemite National Park,Thalictrum fendleri,Fendler's Meadowrue,Vascular Plant,146,Thalictrum,
22832,Yosemite National Park,Thalictrum fendleri var. fendleri,Fendler's Meadowrue,Vascular Plant,160,Thalictrum,
22833,Yosemite National Park,Thalictrum fendleri var. polycarpum,Fendler's Meadow-Rue,Vascular Plant,141,Thalictrum,
22834,Yosemite National Park,Thalictrum occidentale,Western Meadowrue,Vascular Plant,123,Thalictrum,
22835,Yosemite National Park,Thalictrum pubescens,King Of The Meadow,Vascular Plant,121,Thalictrum,
22836,Yosemite National Park,Thalictrum revolutum,Waxleaf Meadowrue,Vascular Plant,138,Thalictrum,
22837,Yosemite National Park,Thalictrum sparsiflorum,Fewflower Meadowrue,Vascular Plant,145,Thalictrum,
22838,Yosemite National Park,Thalictrum sparsiflorum var. saximontanum,Fewflower Meadowrue,Vascular Plant,177,Thalictrum,
22839,Yosemite National Park,Thalictrum thalictroides,Rue-Anemone,Vascular Plant,170,Thalictrum,
22840,Yosemite National Park,Thalictrum venulosum,Veiny Meadowrue,Vascular Plant,107,Thalictrum,
22841,Yosemite National Park,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,Nonvascular Plant,154,Thamnobryum,
22842,Yosemite National Park,Thamnophis couchii,Sierra (Aquatic) Garter Snake,Reptile,187,Thamnophis,
22843,Yosemite National Park,Thamnophis elegans elegans,Mountain (Terrestrial) Garter Snake,Reptile,150,Thamnophis,
22844,Yosemite National Park,Thamnophis elegans vagrans,Wandering Garter Snake,Reptile,172,Thamnophis,
22845,Yosemite National Park,Thamnophis sirtalis fitchi,Valley Garter Snake,Reptile,177,Thamnophis,
22846,Yosemite National Park,Thamnophis sirtalis sirtalis,Common Garter Snake,Reptile,151,Thamnophis,
22847,Yosemite National Park,Thaspium barbinode,Hairy-Jointed Meadow-Parsnip,Vascular Plant,152,Thaspium,
22848,Yosemite National Park,Thaspium pinnatifidum,Cutleaf Meadowparsnip,Vascular Plant,126,Thaspium,
22849,Yosemite National Park,Thaspium trifoliatum,Purple Meadowparsnip,Vascular Plant,137,Thaspium,
22850,Yosemite National Park,Thaspium trifoliatum var. aureum,Purple Meadow-Parsnip,Vascular Plant,125,Thaspium,
22851,Yosemite National Park,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Vascular Plant,127,Thaspium,
22852,Yosemite National Park,Thelia hirtella,Thelia Moss,Nonvascular Plant,141,Thelia,
22853,Yosemite National Park,Thelypodium integrifolium,Entireleaf Thelypody,Vascular Plant,153,Thelypodium,
22854,Yosemite National Park,Thelypodium paniculatum,Northwestern Thelypody,Vascular Plant,130,Thelypodium,
22855,Yosemite National Park,Thelypodium sagittatum,Arrow Thelypody,Vascular Plant,164,Thelypodium,
22856,Yosemite National Park,Thelypteris noveboracensis,New York Fern,Vascular Plant,177,Thelypteris,
22857,Yosemite National Park,Thelypteris palustris var. pubescens,Eastern Marsh Fern,Vascular Plant,163,Thelypteris,
22858,Yosemite National Park,Thelypteris simulata,Bog Fern,Vascular Plant,147,Thelypteris,
22859,Yosemite National Park,Thermopsis fraxinifolia,Bush-Pea,Vascular Plant,175,Thermopsis,
22860,Yosemite National Park,Thermopsis mollis var. mollis,Softbush-Pea,Vascular Plant,133,Thermopsis,
22861,Yosemite National Park,Thermopsis montana,Mountain Goldenbanner,Vascular Plant,152,Thermopsis,
22862,Yosemite National Park,Thermopsis villosa,Hairy Bush-Pea,Vascular Plant,144,Thermopsis,
22863,Yosemite National Park,Thlaspi arvense,Fanweed,Vascular Plant,293,Thlaspi,
22864,Yosemite National Park,Thlaspi arvense,Field Pennycress,Vascular Plant,293,Thlaspi,
22865,Yosemite National Park,Thlaspi perfoliatum,Pennycress,Vascular Plant,130,Thlaspi,
22866,Yosemite National Park,Thomomys bottae,Botta's Pocket Gopher,Mammal,155,Thomomys,
22867,Yosemite National Park,Thomomys monticola,Mountain Pocket Gopher,Mammal,159,Thomomys,
22868,Yosemite National Park,Thomomys talpoides,Northern Pocket Gopher,Mammal,159,Thomomys,
22869,Yosemite National Park,Thryomanes bewickii,Bewick's Wren,Bird,150,Thryomanes,
22870,Yosemite National Park,Thryomanes bewickii altus,Appalachian Bewick's Wren,Bird,139,Thryomanes,
22871,Yosemite National Park,Thryothorus ludovicianus,Carolina Wren,Bird,172,Thryothorus,
22872,Yosemite National Park,Thuidium allenii,Allen's Thuidium Moss,Nonvascular Plant,127,Thuidium,
22873,Yosemite National Park,Thuidium delicatulum,Delicate Thuidium Moss,Nonvascular Plant,151,Thuidium,
22874,Yosemite National Park,Thuidium recognitum,Thuidium Moss,Nonvascular Plant,158,Thuidium,
22875,Yosemite National Park,Thuja occidentalis,Northern White Cedar,Vascular Plant,141,Thuja,
22876,Yosemite National Park,Thymallus arcticus,Arctic Grayling,Fish,155,Thymallus,
22877,Yosemite National Park,Thysanocarpus curvipes,Lacepod Mustard,Vascular Plant,146,Thysanocarpus,
22878,Yosemite National Park,Tiarella cordifolia,Heartleaf Foamflower,Vascular Plant,124,Tiarella,
22879,Yosemite National Park,Tiarella cordifolia var. collina,Wherry's Foamflower,Vascular Plant,118,Tiarella,
22880,Yosemite National Park,Tiarella cordifolia var. cordifolia,Foamflower,Vascular Plant,162,Tiarella,
22881,Yosemite National Park,Tilia americana,American Basswood,Vascular Plant,139,Tilia,
22882,Yosemite National Park,Tilia americana var. americana,American Basswood,Vascular Plant,104,Tilia,
22883,Yosemite National Park,Tilia americana var. heterophylla,White Basswood,Vascular Plant,155,Tilia,
22884,Yosemite National Park,Tipularia discolor,Cranefly Orchid,Vascular Plant,152,Tipularia,
22885,Yosemite National Park,Tofieldia glabra,Smooth Bog-Asphodel,Vascular Plant,138,Tofieldia,
22886,Yosemite National Park,Tonestus lyallii,Alpine Goldenweed,Vascular Plant,172,Tonestus,
22887,Yosemite National Park,Torilis arvensis,Spreading Hedgeparsley,Vascular Plant,160,Torilis,
22888,Yosemite National Park,Torilis japonica,Erect Hedge-Parsley,Vascular Plant,116,Torilis,
22889,Yosemite National Park,Torilis nodosa,Knotted Hedgeparsley,Vascular Plant,170,Torilis,
22890,Yosemite National Park,Torreya californica,California Nutmeg,Vascular Plant,123,Torreya,
22891,Yosemite National Park,Torreyochloa erecta,Spiked False Mannagrass,Vascular Plant,114,Torreyochloa,
22892,Yosemite National Park,Torreyochloa pallida var. pauciflora,Pale False Mannagrass,Vascular Plant,139,Torreyochloa,
22893,Yosemite National Park,Tortella humilis,Tortella Moss,Nonvascular Plant,134,Tortella,
22894,Yosemite National Park,Tortella tortuosa,Tortured Tortella Moss,Nonvascular Plant,147,Tortella,
22895,Yosemite National Park,Tortula ammonsiana,Ammon's Screw-Moss,Nonvascular Plant,142,Tortula,
22896,Yosemite National Park,Tortula amphidiacea,Tortula Moss,Nonvascular Plant,167,Tortula,
22897,Yosemite National Park,Tortula fragilis,Fragmented Screw-Moss,Nonvascular Plant,135,Tortula,
22898,Yosemite National Park,Townsendia alpigena,Wyoming Townsend Daisy,Vascular Plant,198,Townsendia,
22899,Yosemite National Park,Townsendia condensata var. condensata,Cushion Townsend Daisy,Vascular Plant,144,Townsendia,
22900,Yosemite National Park,Townsendia hookeri,Hooker's Townsend Daisy,Vascular Plant,126,Townsendia,
22901,Yosemite National Park,Townsendia leptotes,Common Townsend Daisy,Vascular Plant,167,Townsendia,
22902,Yosemite National Park,Townsendia parryi,Parry's Townsend Daisy,Vascular Plant,148,Townsendia,
22903,Yosemite National Park,Townsendia spathulata,Sword Townsend Daisy,Vascular Plant,144,Townsendia,
22904,Yosemite National Park,Toxicodendron diversilobum,Pacific Poison Oak,Vascular Plant,173,Toxicodendron,
22905,Yosemite National Park,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Vascular Plant,174,Toxicodendron,
22906,Yosemite National Park,Toxicodendron rydbergii,Poison Ivy,Vascular Plant,173,Toxicodendron,
22907,Yosemite National Park,Toxostoma redivivum,California Thrasher,Bird,155,Toxostoma,
22908,Yosemite National Park,Toxostoma rufum,Brown Thrasher,Bird,159,Toxostoma,
22909,Yosemite National Park,Trachemys scripta,Slider,Reptile,127,Trachemys,
22910,Yosemite National Park,Trachemys scripta troostii,Cumberland Slider,Reptile,150,Trachemys,
22911,Yosemite National Park,Tradescantia ohiensis,Ohio Spiderwort,Vascular Plant,160,Tradescantia,
22912,Yosemite National Park,Tradescantia subaspera,Zigzag Spiderwort,Vascular Plant,121,Tradescantia,
22913,Yosemite National Park,Tradescantia subaspera var. montana,Mountain Spiderwort,Vascular Plant,151,Tradescantia,
22914,Yosemite National Park,Tradescantia subaspera var. subaspera,Spiderwort,Vascular Plant,119,Tradescantia,
22915,Yosemite National Park,Tradescantia virginiana,Virginia Spiderwort,Vascular Plant,166,Tradescantia,
22916,Yosemite National Park,Tragopogon dubius,Common Salsify,Vascular Plant,161,Tragopogon,
22917,Yosemite National Park,Tragopogon porrifolius,Common Salsify,Vascular Plant,295,Tragopogon,
22918,Yosemite National Park,Tragopogon porrifolius,Salsify,Vascular Plant,295,Tragopogon,
22919,Yosemite National Park,Tragopogon pratensis,Yellow Goat's-Beard,Vascular Plant,148,Tragopogon,
22920,Yosemite National Park,Trautvetteria caroliniensis,Carolina Bugbane,Vascular Plant,305,Trautvetteria,
22921,Yosemite National Park,Trautvetteria caroliniensis,Carolina Tassel-Rue,Vascular Plant,305,Trautvetteria,
22922,Yosemite National Park,Trematodon longicollis,Trematodon Moss,Nonvascular Plant,146,Trematodon,
22923,Yosemite National Park,Tribulus terrestris,Bullhead,Vascular Plant,156,Tribulus,
22924,Yosemite National Park,Trichomanes boschianum,Appalachian Bristle Fern,Vascular Plant,163,Trichomanes,
22925,Yosemite National Park,Trichomanes intricatum,Weft Fern,Vascular Plant,135,Trichomanes,
22926,Yosemite National Park,Trichomanes petersii,Dwarf Filmy Fern,Vascular Plant,110,Trichomanes,
22927,Yosemite National Park,Trichophorum caespitosum,Tufted Bulrush,Vascular Plant,187,Trichophorum,
22928,Yosemite National Park,Trichophorum caespitosus,Deerhair Bulrush,Vascular Plant,129,Trichophorum,
22929,Yosemite National Park,Trichostema dichotomum,Bluecurls,Vascular Plant,147,Trichostema,
22930,Yosemite National Park,Trichostema lanceolatum,Vinegarweed,Vascular Plant,151,Trichostema,
22931,Yosemite National Park,Trichostema oblongum,Oblong Bluecurls,Vascular Plant,156,Trichostema,
22932,Yosemite National Park,Tridens flavus,Purpletop Tridens,Vascular Plant,174,Tridens,
22933,Yosemite National Park,Tridens flavus var. chapmanii,Chapman's Purple Top,Vascular Plant,110,Tridens,
22934,Yosemite National Park,Tridens flavus var. flavus,Purple Top,Vascular Plant,115,Tridens,
22935,Yosemite National Park,Trientalis borealis,Star-Flower,Vascular Plant,131,Trientalis,
22936,Yosemite National Park,Trientalis latifolia,Broadleaf Starflower,Vascular Plant,168,Trientalis,
22937,Yosemite National Park,Trifolium arvense,Rabbitfoot Clover,Vascular Plant,142,Trifolium,
22938,Yosemite National Park,Trifolium aureum,Golden Clover,Vascular Plant,316,Trifolium,
22939,Yosemite National Park,Trifolium aureum,Yellow Or Hop-Clover,Vascular Plant,316,Trifolium,
22940,Yosemite National Park,Trifolium bolanderi,Parasol Clover,Vascular Plant,137,Trifolium,
22941,Yosemite National Park,Trifolium breweri,Forest Clover,Vascular Plant,117,Trifolium,
22942,Yosemite National Park,Trifolium campestre,Big Hop Clover,Vascular Plant,235,Trifolium,
22943,Yosemite National Park,Trifolium campestre,Low Hop Clover,Vascular Plant,235,Trifolium,
22944,Yosemite National Park,Trifolium ciliolatum,Foothill Clover,Vascular Plant,157,Trifolium,
22945,Yosemite National Park,Trifolium cyathiferum,Cup Clover,Vascular Plant,159,Trifolium,
22946,Yosemite National Park,Trifolium dubium,Hop Clover,Vascular Plant,280,Trifolium,
22947,Yosemite National Park,Trifolium dubium,Smaller Hop-Clover,Vascular Plant,280,Trifolium,
22948,Yosemite National Park,Trifolium gracilentum var. gracilentum,Pinpoint Clover,Vascular Plant,188,Trifolium,
22949,Yosemite National Park,Trifolium haydenii,Hayden's Clover,Vascular Plant,165,Trifolium,
22950,Yosemite National Park,Trifolium hybridum,Alsike Clover,Vascular Plant,141,Trifolium,
22951,Yosemite National Park,Trifolium incarnatum,Crimson Clover,Vascular Plant,134,Trifolium,
22952,Yosemite National Park,Trifolium microcephalum,Littlehead Clover,Vascular Plant,171,Trifolium,
22953,Yosemite National Park,Trifolium obtusiflorum,Clammy Clover,Vascular Plant,125,Trifolium,
22954,Yosemite National Park,Trifolium oliganthum,Fewflower Clover,Vascular Plant,146,Trifolium,
22955,Yosemite National Park,Trifolium pratense,Red Clover,Vascular Plant,195,Trifolium,
22956,Yosemite National Park,Trifolium repens,Dutch Clover,Vascular Plant,314,Trifolium,
22957,Yosemite National Park,Trifolium repens,White Clover,Vascular Plant,314,Trifolium,
22958,Yosemite National Park,Trifolium variegatum,Whitetip Clover,Vascular Plant,159,Trifolium,
22959,Yosemite National Park,Trifolium willdenovii,Tomcat Clover,Vascular Plant,147,Trifolium,
22960,Yosemite National Park,Trifolium wormskioldii,Cow Clover,Vascular Plant,166,Trifolium,
22961,Yosemite National Park,Triglochin concinna var. debilis,Desert Arrow-Grass,Vascular Plant,143,Triglochin,
22962,Yosemite National Park,Triglochin maritima,Arrow-Grass,Vascular Plant,149,Triglochin,
22963,Yosemite National Park,Triglochin palustre,Slender Arrow-Grass,Vascular Plant,160,Triglochin,
22964,Yosemite National Park,Trillium angustipetalum,Narrowpetal Wakerobin,Vascular Plant,137,Trillium,
22965,Yosemite National Park,Trillium catesbaei,Catesby's Trillium,Vascular Plant,173,Trillium,
22966,Yosemite National Park,Trillium cuneatum,Little Sweet Trillium,Vascular Plant,148,Trillium,
22967,Yosemite National Park,Trillium erectum,Ill-Scent Trillium,Vascular Plant,149,Trillium,
22968,Yosemite National Park,Trillium flexipes,Jennison's White Trillium,Vascular Plant,171,Trillium,
22969,Yosemite National Park,Trillium grandiflorum,Large-Flower Trillium,Vascular Plant,147,Trillium,
22970,Yosemite National Park,Trillium luteum,Yellow Trillium,Vascular Plant,169,Trillium,
22971,Yosemite National Park,Trillium pusillum var. pusillum,Dwarf Wakerobin,Vascular Plant,150,Trillium,
22972,Yosemite National Park,Trillium rugelii,Southern Nodding Trillium,Vascular Plant,219,Trillium,
22973,Yosemite National Park,Trillium simile,Sweet White Trillium,Vascular Plant,157,Trillium,
22974,Yosemite National Park,Trillium undulatum,Painted Trillium,Vascular Plant,127,Trillium,
22975,Yosemite National Park,Trillium vaseyi,Vasey's Trillium,Vascular Plant,161,Trillium,
22976,Yosemite National Park,Tringa flavipes,Lesser Yellowlegs,Bird,128,Tringa,
22977,Yosemite National Park,Tringa incana,Wandering Tattler,Bird,157,Tringa,
22978,Yosemite National Park,Tringa melanoleuca,Greater Yellowlegs,Bird,163,Tringa,
22979,Yosemite National Park,Tringa semipalmata,Willet,Bird,168,Tringa,
